file,shape,dtype,min,max,mean,std
000096.npy,"(256, 256)",float32,0.0,1.0,0.47883424162864685,0.22899934649467468
000097.npy,"(256, 256)",float32,0.0,1.0,0.33747392892837524,0.18561778962612152
000098.npy,"(256, 256)",float32,0.0,1.0,0.3408281207084656,0.1759774535894394
000099.npy,"(256, 256)",float32,0.0,1.0,0.3397713303565979,0.18426135182380676
000100.npy,"(256, 256)",float32,0.0,1.0,0.325644314289093,0.2479255646467209
000101.npy,"(256, 256)",float32,0.0,1.0,0.5187991857528687,0.19901257753372192
000102.npy,"(256, 256)",float32,0.0,1.0,0.509813666343689,0.19764971733093262
000103.npy,"(256, 256)",float32,0.0,1.0,0.5142685770988464,0.2034704089164734
000104.npy,"(256, 256)",float32,0.0,1.0,0.6023604273796082,0.26543501019477844
000105.npy,"(256, 256)",float32,0.0,1.0,0.315208375453949,0.2844921350479126
000106.npy,"(256, 256)",float32,0.0,1.0,0.20914876461029053,0.19592277705669403
000107.npy,"(256, 256)",float32,0.0,1.0,0.26445624232292175,0.2480010986328125
000108.npy,"(256, 256)",float32,0.0,1.0,0.313111811876297,0.2097572535276413
000109.npy,"(256, 256)",float32,0.0,1.0,0.25047212839126587,0.2607796788215637
000110.npy,"(256, 256)",float32,0.0,1.0,0.17975978553295135,0.19157129526138306
000111.npy,"(256, 256)",float32,0.0,1.0,0.17301754653453827,0.18375399708747864
000112.npy,"(256, 256)",float32,0.0,1.0,0.35213029384613037,0.19236351549625397
000113.npy,"(256, 256)",float32,0.0,1.0,0.46788856387138367,0.14634740352630615
000114.npy,"(256, 256)",float32,0.0,1.0,0.46796002984046936,0.14721354842185974
000115.npy,"(256, 256)",float32,0.0,1.0,0.7735176086425781,0.10238009691238403
000116.npy,"(256, 256)",float32,0.0,1.0,0.4893094301223755,0.1606844961643219
000117.npy,"(256, 256)",float32,0.0,1.0,0.3715943396091461,0.13687017560005188
000118.npy,"(256, 256)",float32,0.0,1.0,0.37495118379592896,0.13649582862854004
000119.npy,"(256, 256)",float32,0.0,1.0,0.389099657535553,0.12833136320114136
000120.npy,"(256, 256)",float32,0.0,1.0,0.6262884736061096,0.2964068651199341
000121.npy,"(256, 256)",float32,0.0,1.0,0.24640968441963196,0.23725013434886932
000122.npy,"(256, 256)",float32,0.0,1.0,0.28515130281448364,0.26693195104599
000123.npy,"(256, 256)",float32,0.0,1.0,0.2729067802429199,0.2631516754627228
000124.npy,"(256, 256)",float32,0.0,1.0,0.35004234313964844,0.2152777761220932
000125.npy,"(256, 256)",float32,0.0,1.0,0.31395161151885986,0.22898082435131073
000126.npy,"(256, 256)",float32,0.0,1.0,0.30565857887268066,0.22723498940467834
000127.npy,"(256, 256)",float32,0.0,1.0,0.29418039321899414,0.22842557728290558
000128.npy,"(256, 256)",float32,0.0,1.0,0.5628078579902649,0.19502367079257965
000129.npy,"(256, 256)",float32,0.0,1.0,0.4345318377017975,0.1727851778268814
000130.npy,"(256, 256)",float32,0.0,1.0,0.41604340076446533,0.16975446045398712
000131.npy,"(256, 256)",float32,0.0,1.0,0.41446226835250854,0.16984575986862183
000132.npy,"(256, 256)",float32,0.0,1.0,0.7153736352920532,0.08392298221588135
000133.npy,"(256, 256)",float32,0.0,1.0,0.6008962392807007,0.1234365925192833
000134.npy,"(256, 256)",float32,0.0,1.0,0.29287704825401306,0.06487561762332916
000135.npy,"(256, 256)",float32,0.0,1.0,0.5787246227264404,0.125335231423378
000136.npy,"(256, 256)",float32,0.0,1.0,0.24869754910469055,0.23844940960407257
000137.npy,"(256, 256)",float32,0.0,1.0,0.10799351334571838,0.10133342444896698
000138.npy,"(256, 256)",float32,0.0,1.0,0.10822677612304688,0.10191287845373154
000139.npy,"(256, 256)",float32,0.0,1.0,0.09737902879714966,0.09659124165773392
000140.npy,"(256, 256)",float32,0.0,1.0,0.46188101172447205,0.23706784844398499
000141.npy,"(256, 256)",float32,0.0,1.0,0.47052133083343506,0.2518211603164673
000142.npy,"(256, 256)",float32,0.0,1.0,0.4868512749671936,0.2478359192609787
000143.npy,"(256, 256)",float32,0.0,1.0,0.46737998723983765,0.25016656517982483
000144.npy,"(256, 256)",float32,0.0,1.0,0.40453407168388367,0.1519020050764084
000145.npy,"(256, 256)",float32,0.0,1.0,0.46008965373039246,0.2093982845544815
000146.npy,"(256, 256)",float32,0.0,1.0,0.4556198716163635,0.21111458539962769
000147.npy,"(256, 256)",float32,0.0,1.0,0.4616115689277649,0.2070251703262329
000148.npy,"(256, 256)",float32,0.0,1.0,0.4555557370185852,0.20454567670822144
000149.npy,"(256, 256)",float32,0.0,1.0,0.5775808095932007,0.2378896027803421
000150.npy,"(256, 256)",float32,0.0,1.0,0.5654392242431641,0.23680643737316132
000151.npy,"(256, 256)",float32,0.0,1.0,0.5761163234710693,0.23697294294834137
000152.npy,"(256, 256)",float32,0.0,1.0,0.33112573623657227,0.1843852549791336
000153.npy,"(256, 256)",float32,0.0,1.0,0.46420204639434814,0.20646317303180695
000154.npy,"(256, 256)",float32,0.0,1.0,0.5643766522407532,0.17809197306632996
000155.npy,"(256, 256)",float32,0.0,1.0,0.409284770488739,0.22328175604343414
000156.npy,"(256, 256)",float32,0.0,1.0,0.27993953227996826,0.2410210222005844
000157.npy,"(256, 256)",float32,0.0,1.0,0.11898790299892426,0.09487003833055496
000158.npy,"(256, 256)",float32,0.0,1.0,0.11385510861873627,0.0919186919927597
000159.npy,"(256, 256)",float32,0.0,1.0,0.1109035387635231,0.09128829091787338
000160.npy,"(256, 256)",float32,0.0,1.0,0.3257507383823395,0.18245510756969452
000161.npy,"(256, 256)",float32,0.0,1.0,0.29877564311027527,0.18348102271556854
000162.npy,"(256, 256)",float32,0.0,1.0,0.3119610846042633,0.19814196228981018
000163.npy,"(256, 256)",float32,0.0,1.0,0.30215054750442505,0.18912887573242188
000164.npy,"(256, 256)",float32,0.0,1.0,0.5529496669769287,0.14495061337947845
000165.npy,"(256, 256)",float32,0.0,1.0,0.4812222719192505,0.13125744462013245
000166.npy,"(256, 256)",float32,0.0,1.0,0.43419963121414185,0.12550021708011627
000167.npy,"(256, 256)",float32,0.0,1.0,0.3951932191848755,0.1084650531411171
000168.npy,"(256, 256)",float32,0.0,1.0,0.575614333152771,0.22227637469768524
000169.npy,"(256, 256)",float32,0.0,1.0,0.6789947152137756,0.14833471179008484
000170.npy,"(256, 256)",float32,0.0,1.0,0.7198458909988403,0.14076006412506104
000171.npy,"(256, 256)",float32,0.0,1.0,0.31302762031555176,0.10117598623037338
000172.npy,"(256, 256)",float32,0.0,1.0,0.7091213464736938,0.10130643844604492
000173.npy,"(256, 256)",float32,0.0,1.0,0.4920806884765625,0.1865045130252838
000174.npy,"(256, 256)",float32,0.0,1.0,0.45806193351745605,0.16937477886676788
000175.npy,"(256, 256)",float32,0.0,1.0,0.4532487988471985,0.17090335488319397
000176.npy,"(256, 256)",float32,0.0,1.0,0.37859487533569336,0.1366557627916336
000177.npy,"(256, 256)",float32,0.0,1.0,0.5263255834579468,0.15860190987586975
000178.npy,"(256, 256)",float32,0.0,1.0,0.7307027578353882,0.09649839997291565
000179.npy,"(256, 256)",float32,0.0,1.0,0.5186667442321777,0.17085985839366913
000180.npy,"(256, 256)",float32,0.0,1.0,0.08899404108524323,0.15808652341365814
000181.npy,"(256, 256)",float32,0.0,1.0,0.2637867331504822,0.19906793534755707
000182.npy,"(256, 256)",float32,0.0,1.0,0.26092857122421265,0.20041199028491974
000183.npy,"(256, 256)",float32,0.0,1.0,0.264858603477478,0.2000608742237091
000184.npy,"(256, 256)",float32,0.0,1.0,0.504184365272522,0.21452464163303375
000185.npy,"(256, 256)",float32,0.0,1.0,0.22411468625068665,0.1763431876897812
000186.npy,"(256, 256)",float32,0.0,1.0,0.22425243258476257,0.18241459131240845
000187.npy,"(256, 256)",float32,0.0,1.0,0.22362452745437622,0.1761387139558792
000188.npy,"(256, 256)",float32,0.0,1.0,0.29056137800216675,0.15956932306289673
000189.npy,"(256, 256)",float32,0.0,1.0,0.3331930637359619,0.1932796984910965
000190.npy,"(256, 256)",float32,0.0,1.0,0.3291112780570984,0.19444987177848816
000191.npy,"(256, 256)",float32,0.0,1.0,0.3317960500717163,0.18888093531131744
000192.npy,"(256, 256)",float32,0.0,1.0,0.6787471771240234,0.0639704242348671
000193.npy,"(256, 256)",float32,0.0,1.0,0.20907819271087646,0.20717430114746094
000194.npy,"(256, 256)",float32,0.0,1.0,0.2034434676170349,0.20125870406627655
000195.npy,"(256, 256)",float32,0.0,1.0,0.19943048059940338,0.1993733048439026
000196.npy,"(256, 256)",float32,0.0,1.0,0.5031963586807251,0.12037539482116699
000197.npy,"(256, 256)",float32,0.0,1.0,0.5435313582420349,0.1326165646314621
000198.npy,"(256, 256)",float32,0.0,1.0,0.5601018071174622,0.12496449798345566
000199.npy,"(256, 256)",float32,0.0,1.0,0.5426502823829651,0.13158926367759705
000200.npy,"(256, 256)",float32,0.0,1.0,0.44616878032684326,0.15402446687221527
000201.npy,"(256, 256)",float32,0.0,1.0,0.5710220336914062,0.31496331095695496
000202.npy,"(256, 256)",float32,0.0,1.0,0.5581059455871582,0.30374518036842346
000203.npy,"(256, 256)",float32,0.0,1.0,0.5577970743179321,0.3075394928455353
000204.npy,"(256, 256)",float32,0.0,1.0,0.47008439898490906,0.19655191898345947
000205.npy,"(256, 256)",float32,0.0,1.0,0.4282218813896179,0.20989400148391724
000206.npy,"(256, 256)",float32,0.0,1.0,0.39613306522369385,0.20234376192092896
000207.npy,"(256, 256)",float32,0.0,1.0,0.3812107443809509,0.20427781343460083
000208.npy,"(256, 256)",float32,0.0,1.0,0.4898759722709656,0.18706686794757843
000209.npy,"(256, 256)",float32,0.0,1.0,0.47286665439605713,0.19206401705741882
000210.npy,"(256, 256)",float32,0.0,1.0,0.459921658039093,0.19053032994270325
000211.npy,"(256, 256)",float32,0.0,1.0,0.4286835789680481,0.19347167015075684
000212.npy,"(256, 256)",float32,0.0,1.0,0.21227481961250305,0.18540561199188232
000213.npy,"(256, 256)",float32,0.0,1.0,0.26173290610313416,0.16996191442012787
000214.npy,"(256, 256)",float32,0.0,1.0,0.4164040684700012,0.20257288217544556
000215.npy,"(256, 256)",float32,0.0,1.0,0.31599700450897217,0.15389056503772736
000216.npy,"(256, 256)",float32,0.0,1.0,0.14275941252708435,0.10330156236886978
000217.npy,"(256, 256)",float32,0.0,1.0,0.3716982305049896,0.28766754269599915
000218.npy,"(256, 256)",float32,0.0,1.0,0.5328992009162903,0.3618047535419464
000219.npy,"(256, 256)",float32,0.0,1.0,0.5548056960105896,0.3633115589618683
000220.npy,"(256, 256)",float32,0.0,1.0,0.3042337894439697,0.12110047787427902
000221.npy,"(256, 256)",float32,0.0,1.0,0.4220452606678009,0.2647716999053955
000222.npy,"(256, 256)",float32,0.0,1.0,0.39301592111587524,0.2567586600780487
000223.npy,"(256, 256)",float32,0.0,1.0,0.464469850063324,0.2880024015903473
000224.npy,"(256, 256)",float32,0.0,1.0,0.43680158257484436,0.15683545172214508
000225.npy,"(256, 256)",float32,0.0,1.0,0.2384462058544159,0.08589576929807663
000226.npy,"(256, 256)",float32,0.0,1.0,0.2856968343257904,0.11184079945087433
000227.npy,"(256, 256)",float32,0.0,1.0,0.27702048420906067,0.10799872130155563
000228.npy,"(256, 256)",float32,0.0,1.0,0.283530592918396,0.2623865604400635
000229.npy,"(256, 256)",float32,0.0,1.0,0.5509884357452393,0.214136004447937
000230.npy,"(256, 256)",float32,0.0,1.0,0.5625692009925842,0.21122229099273682
000231.npy,"(256, 256)",float32,0.0,1.0,0.5635021328926086,0.21008169651031494
000232.npy,"(256, 256)",float32,0.0,1.0,0.20337560772895813,0.14868895709514618
000233.npy,"(256, 256)",float32,0.0,1.0,0.20586806535720825,0.1208219826221466
000234.npy,"(256, 256)",float32,0.0,1.0,0.20519347488880157,0.11771206557750702
000235.npy,"(256, 256)",float32,0.0,1.0,0.20359137654304504,0.11708232760429382
000236.npy,"(256, 256)",float32,0.0,1.0,0.4315483868122101,0.22546279430389404
000237.npy,"(256, 256)",float32,0.0,1.0,0.3916119337081909,0.15979605913162231
000238.npy,"(256, 256)",float32,0.0,1.0,0.4219781160354614,0.1684878170490265
000239.npy,"(256, 256)",float32,0.0,1.0,0.4596629738807678,0.16263507306575775
000240.npy,"(256, 256)",float32,0.0,1.0,0.31379544734954834,0.21666517853736877
000241.npy,"(256, 256)",float32,0.0,1.0,0.8941943645477295,0.13402889668941498
000242.npy,"(256, 256)",float32,0.0,1.0,0.8826898336410522,0.14809705317020416
000243.npy,"(256, 256)",float32,0.0,1.0,0.8947333097457886,0.13409043848514557
000244.npy,"(256, 256)",float32,0.0,1.0,0.3847425580024719,0.26319870352745056
000245.npy,"(256, 256)",float32,0.0,1.0,0.7434926629066467,0.11441992968320847
000246.npy,"(256, 256)",float32,0.0,1.0,0.6836284399032593,0.14410854876041412
000247.npy,"(256, 256)",float32,0.0,1.0,0.7086330652236938,0.12813213467597961
000248.npy,"(256, 256)",float32,0.0,1.0,0.426862508058548,0.33405494689941406
000249.npy,"(256, 256)",float32,0.0,1.0,0.13996918499469757,0.1618213951587677
000250.npy,"(256, 256)",float32,0.0,1.0,0.17927926778793335,0.175542414188385
000251.npy,"(256, 256)",float32,0.0,1.0,0.13988041877746582,0.16172824800014496
000252.npy,"(256, 256)",float32,0.0,1.0,0.6861652135848999,0.2320827841758728
000253.npy,"(256, 256)",float32,0.0,1.0,0.8075115084648132,0.17648190259933472
000254.npy,"(256, 256)",float32,0.0,1.0,0.7038630247116089,0.23236782848834991
000255.npy,"(256, 256)",float32,0.0,1.0,0.811545729637146,0.1683395504951477
000256.npy,"(256, 256)",float32,0.0,1.0,0.8023391962051392,0.19668792188167572
000257.npy,"(256, 256)",float32,0.0,1.0,0.45413926243782043,0.23891910910606384
000258.npy,"(256, 256)",float32,0.0,1.0,0.4539062976837158,0.23900040984153748
000259.npy,"(256, 256)",float32,0.0,1.0,0.40205317735671997,0.23264895379543304
000260.npy,"(256, 256)",float32,0.0,1.0,0.24143947660923004,0.12413535267114639
000261.npy,"(256, 256)",float32,0.0,1.0,0.2529391348361969,0.21553948521614075
000262.npy,"(256, 256)",float32,0.0,1.0,0.24666959047317505,0.2305343598127365
000263.npy,"(256, 256)",float32,0.0,1.0,0.24446770548820496,0.22301453351974487
000264.npy,"(256, 256)",float32,0.0,1.0,0.4331939220428467,0.25848233699798584
000265.npy,"(256, 256)",float32,0.0,1.0,0.2465919554233551,0.13882511854171753
000266.npy,"(256, 256)",float32,0.0,1.0,0.24390307068824768,0.13880282640457153
000267.npy,"(256, 256)",float32,0.0,1.0,0.24443909525871277,0.14183169603347778
000268.npy,"(256, 256)",float32,0.0,1.0,0.5385085344314575,0.25702720880508423
000269.npy,"(256, 256)",float32,0.0,1.0,0.12229480594396591,0.0933413878083229
000270.npy,"(256, 256)",float32,0.0,1.0,0.12184228003025055,0.09265691787004471
000271.npy,"(256, 256)",float32,0.0,1.0,0.12400613725185394,0.0924823209643364
000272.npy,"(256, 256)",float32,0.0,1.0,0.608710765838623,0.27638208866119385
000273.npy,"(256, 256)",float32,0.0,1.0,0.4647626578807831,0.15112259984016418
000274.npy,"(256, 256)",float32,0.0,1.0,0.46925389766693115,0.1570325493812561
000275.npy,"(256, 256)",float32,0.0,1.0,0.46765485405921936,0.15232719480991364
000276.npy,"(256, 256)",float32,0.0,1.0,0.16803030669689178,0.2578519880771637
000277.npy,"(256, 256)",float32,0.0,1.0,0.2058742493391037,0.15349619090557098
000278.npy,"(256, 256)",float32,0.0,1.0,0.23061439394950867,0.1600850373506546
000279.npy,"(256, 256)",float32,0.0,1.0,0.2048584520816803,0.14539554715156555
000280.npy,"(256, 256)",float32,0.0,1.0,0.5609755516052246,0.22157573699951172
000281.npy,"(256, 256)",float32,0.0,1.0,0.4502204358577728,0.2840951383113861
000282.npy,"(256, 256)",float32,0.0,1.0,0.423387348651886,0.2839156985282898
000283.npy,"(256, 256)",float32,0.0,1.0,0.41017237305641174,0.2817249000072479
000284.npy,"(256, 256)",float32,0.0,1.0,0.45682328939437866,0.1892264187335968
000285.npy,"(256, 256)",float32,0.0,1.0,0.2064255028963089,0.1307750642299652
000286.npy,"(256, 256)",float32,0.0,1.0,0.22214536368846893,0.13652659952640533
000287.npy,"(256, 256)",float32,0.0,1.0,0.1800488382577896,0.09819165617227554
000288.npy,"(256, 256)",float32,0.0,1.0,0.5467581152915955,0.2781195640563965
000289.npy,"(256, 256)",float32,0.0,1.0,0.4023067355155945,0.11119113862514496
000290.npy,"(256, 256)",float32,0.0,1.0,0.31856387853622437,0.12283722311258316
000291.npy,"(256, 256)",float32,0.0,1.0,0.31967249512672424,0.12038805335760117
000292.npy,"(256, 256)",float32,0.0,1.0,0.1325027346611023,0.17060165107250214
000293.npy,"(256, 256)",float32,0.0,1.0,0.5076651573181152,0.20247851312160492
000294.npy,"(256, 256)",float32,0.0,1.0,0.4914064407348633,0.1951344758272171
000295.npy,"(256, 256)",float32,0.0,1.0,0.5183727145195007,0.20494946837425232
000296.npy,"(256, 256)",float32,0.0,1.0,0.30763617157936096,0.26829493045806885
000297.npy,"(256, 256)",float32,0.0,1.0,0.3831918239593506,0.13774631917476654
000298.npy,"(256, 256)",float32,0.0,1.0,0.3830088675022125,0.13503415882587433
000299.npy,"(256, 256)",float32,0.0,1.0,0.38343048095703125,0.13810409605503082
000300.npy,"(256, 256)",float32,0.0,1.0,0.08251428604125977,0.04815971106290817
000301.npy,"(256, 256)",float32,0.0,1.0,0.22278359532356262,0.2427043467760086
000302.npy,"(256, 256)",float32,0.0,1.0,0.1843864917755127,0.23709218204021454
000303.npy,"(256, 256)",float32,0.0,1.0,0.17010927200317383,0.2325451374053955
000304.npy,"(256, 256)",float32,0.0,1.0,0.302579402923584,0.19340667128562927
000305.npy,"(256, 256)",float32,0.0,1.0,0.4710860252380371,0.1999766081571579
000306.npy,"(256, 256)",float32,0.0,1.0,0.49443960189819336,0.20178799331188202
000307.npy,"(256, 256)",float32,0.0,1.0,0.494869202375412,0.2018604576587677
000308.npy,"(256, 256)",float32,0.0,1.0,0.4437541365623474,0.2878510057926178
000309.npy,"(256, 256)",float32,0.0,1.0,0.41325461864471436,0.08749455213546753
000310.npy,"(256, 256)",float32,0.0,1.0,0.41237398982048035,0.08704476058483124
000311.npy,"(256, 256)",float32,0.0,1.0,0.41251200437545776,0.08698456734418869
000312.npy,"(256, 256)",float32,0.0,1.0,0.3573233485221863,0.18052883446216583
000313.npy,"(256, 256)",float32,0.0,1.0,0.49824294447898865,0.23705771565437317
000314.npy,"(256, 256)",float32,0.0,1.0,0.5289233922958374,0.2287694662809372
000315.npy,"(256, 256)",float32,0.0,1.0,0.5582880973815918,0.23208574950695038
000316.npy,"(256, 256)",float32,0.0,1.0,0.49895209074020386,0.02932673878967762
000317.npy,"(256, 256)",float32,0.0,1.0,0.570873498916626,0.19508400559425354
000318.npy,"(256, 256)",float32,0.0,1.0,0.5203098058700562,0.2190006673336029
000319.npy,"(256, 256)",float32,0.0,1.0,0.5302870273590088,0.2241179496049881
000320.npy,"(256, 256)",float32,0.0,1.0,0.5340292453765869,0.1815999299287796
000321.npy,"(256, 256)",float32,0.0,1.0,0.2810707688331604,0.2504907548427582
000322.npy,"(256, 256)",float32,0.0,1.0,0.3219519853591919,0.2581099569797516
000323.npy,"(256, 256)",float32,0.0,1.0,0.305844247341156,0.2559387683868408
000324.npy,"(256, 256)",float32,0.0,1.0,0.4732096195220947,0.32236558198928833
