hf_energy_frac_gt,hf_energy_frac_degraded,hf_ratio_degraded_over_gt,file
0.00032895972205559574,0.00027523725752972444,0.8430183826243395,000028.npy
0.0013947242374514098,0.0006563452702442508,0.47338156108205515,000029.npy
0.0015426437219867909,0.000559753491954278,0.3635003638324652,000030.npy
0.0013954141831134794,0.0006076531992992533,0.43922851026509674,000031.npy
0.0004850900032320603,0.00041349648895351435,0.8583830474322683,000032.npy
0.0017200438359810226,0.0006050644069096597,0.35139086877642284,000033.npy
0.0014259915822302225,0.0005083113644589408,0.35589521803156343,000034.npy
0.0017260892294785116,0.000675028895118119,0.3921323820114168,000035.npy
0.0021649580017952443,0.0003614937157549405,0.1681815897999123,000036.npy
0.0007887740033405675,0.0003496602590463746,0.4466851189486957,000037.npy
0.0008872097639322024,0.0004446968157266809,0.5048216078584379,000038.npy
0.0009029652891418117,0.00029225599222258567,0.3251712446225873,000039.npy
0.0011625740445123807,0.0006711787225012434,0.5779406130197845,000040.npy
0.0016213474800275108,0.0008469728109281002,0.5136360789288296,000041.npy
0.001992984956644926,0.0011741932571452207,0.5799253919099226,000042.npy
0.001920922487845102,0.000903835349467519,0.46313244898386097,000043.npy
0.012093935313534364,0.0018812238947013957,0.14635259232846176,000044.npy
0.0011301424451848816,0.0005474471695658354,0.4843083425890873,000045.npy
0.0011798114578596458,0.0005434762840632091,0.45858449608505375,000046.npy
0.0012949282784043988,0.0005962515808867438,0.45644666059509065,000047.npy
0.004543820861240163,0.0023076567945521926,0.5127022015080092,000048.npy
0.04381414232372875,0.0008730522367098967,0.019095572918380124,000049.npy
0.04333139678957945,0.0008896837699424768,0.019726269488915583,000050.npy
0.043898967567286264,0.0009585152900278962,0.021179166659990794,000051.npy
0.0016952729475752817,0.0003424774999157698,0.20305781358062466,000052.npy
0.002887887475780435,0.0008255435892015648,0.2832388186584196,000053.npy
0.0023969574314154723,0.0005497597781732421,0.2289144026746433,000054.npy
0.002750777242674818,0.0008795836554571548,0.31813735995518816,000055.npy
0.0019104727010345345,0.0010603147888883892,0.5467995829640055,000056.npy
0.0008783002223354662,0.0003286508922118869,0.3780774265204204,000057.npy
0.0008191154314179773,0.00022895517597416396,0.28161755882665823,000058.npy
0.0008627039396710328,0.00029688455746061855,0.3462633632951256,000059.npy
0.0005488713140190838,0.0005101436355713883,0.9309290834196856,000060.npy
0.0006105436013649841,0.0003490958545148285,0.5793131605096863,000061.npy
0.0007238041190019886,0.00045996203144421557,0.640927258776564,000062.npy
0.0004656622234603091,0.0003453270160000208,0.7472152196614616,000063.npy
0.00030392434287152757,0.0003737899198057868,1.2412875121656486,000064.npy
0.001298568394365987,0.0007787355104792431,0.6049712522077851,000065.npy
0.0012878626265067947,0.000778146952079777,0.6062225389664245,000066.npy
0.0014753186451640264,0.000608683066287946,0.41252105853112275,000067.npy
0.0006638199909580156,0.0005115316041411275,0.7738027953203782,000068.npy
0.000696489952724295,0.0005257559151824088,0.7464652025836275,000069.npy
0.001102040298261411,0.000848774093746511,0.7677530726802876,000070.npy
0.0006912507537147797,0.0005498994863939578,0.7917336195286844,000071.npy
0.002361528042198238,0.000888665296208833,0.3742081350735764,000072.npy
0.001181087810624049,0.0005570750148915411,0.46976631740589625,000073.npy
0.0012916161757140039,0.0006587884562132322,0.5095912223155173,000074.npy
0.0013341248252422952,0.0008203155294143899,0.6139974781358856,000075.npy
0.0006628354642031128,0.0005199233327387079,0.7855611182478435,000076.npy
0.004297045052579194,0.0011984629495104947,0.27963692750272456,000077.npy
0.006253418657923115,0.0008882570439678433,0.1420006481938872,000078.npy
0.0050548616112599575,0.0016755876686683348,0.3361472628529084,000079.npy
0.0019994942195709965,0.00035162317022833926,0.17586761170485873,000080.npy
0.008428849166394524,0.0018992926891583165,0.2224754999926894,000081.npy
0.008352862613186808,0.002136457234588043,0.25133084979419074,000082.npy
0.00859957281548798,0.002379888522828949,0.2724489133637106,000083.npy
0.01376937150469582,0.0008790777858960789,0.06181842467391994,000084.npy
0.005601065024104605,0.0008292007011419563,0.1470339740839647,000085.npy
0.00926167055703023,0.0009323258023940235,0.09787622616508848,000086.npy
0.0073200864486244735,0.0007736259703413501,0.103466593502476,000087.npy
0.0005400904027191123,0.0007909163244735384,1.481271243200726,000088.npy
0.0003246573520588968,0.0005096960842210648,1.5913201857109502,000089.npy
0.0003484929633181079,0.00043436733305610224,1.2535620642048073,000090.npy
0.00024095692409724202,0.0003495582097274249,1.457724949096408,000091.npy
0.0030832053001455437,0.0005781297725247691,0.18677801508732136,000092.npy
0.0032295232625787827,0.0012986090438778704,0.4016346369935616,000093.npy
0.003259779549843941,0.00144858361782919,0.4453289117627646,000094.npy
0.0033106262214875662,0.0014502711524674743,0.4387948709310179,000095.npy
0.0077689386877221635,0.0010627549382070031,0.13429280070559652,000096.npy
0.003473956262386519,0.0006289978230189534,0.1823754433513984,000097.npy
0.003395777411512137,0.0005958318875694674,0.17556544848763558,000098.npy
0.003453389754691284,0.0006089901780978829,0.17572621723046628,000099.npy
0.0016122082306327967,0.001221178271254661,0.7657047387358951,000100.npy
0.00044006228018420403,0.0003449520968183094,0.7902450566043145,000101.npy
0.0005457049180198918,0.0004827991830818771,0.898025708224842,000102.npy
0.00047165220183071027,0.0003883312481655359,0.8329718422609299,000103.npy
0.00036339033607668493,0.0004780918871822682,1.329055195857359,000104.npy
0.001283980005364495,0.001430035012078848,1.1195377274871026,000105.npy
0.0018940433372044599,0.002086460589880484,1.1028431923395554,000106.npy
0.0016458815807896265,0.0017949241767498524,1.0970924203471133,000107.npy
0.030223018625464677,0.0015132324870015144,0.045687588002873245,000108.npy
0.014924496270213103,0.0029024532256367603,0.18214365753712006,000109.npy
0.020243649012588936,0.0035206962901942174,0.15837481034723563,000110.npy
0.020128887451160368,0.0036319053529584445,0.16383961327499785,000111.npy
0.004082719916245129,0.00064078301719892,0.155167872904526,000112.npy
0.0006729372629810442,0.0004352456327369648,0.6551863757932715,000113.npy
0.0006803620175018049,0.0004987672754530154,0.7434212688941975,000114.npy
0.00028208861219123586,0.00024651241134089055,0.880748854835385,000115.npy
0.0017782916448016554,0.00036544751026918284,0.20564679790890672,000116.npy
0.001867333939424449,0.0006037898746312711,0.32129854114425244,000117.npy
0.0018287104269053321,0.000568822294514162,0.3092170662373808,000118.npy
0.0015699097022159642,0.0005582386044420183,0.35706164024014253,000119.npy
0.0007189255197032476,0.0004201923522887597,0.587054356080494,000120.npy
0.0012874210991293035,0.0010440973383776177,0.8129880197360296,000121.npy
0.0011233211405503902,0.0011333496464347391,1.017138254293603,000122.npy
0.0015014400691290893,0.001241312850297303,0.8303074936599819,000123.npy
0.00729364995548487,0.0008057605239681453,0.10719741271368691,000124.npy
0.0012381017050733876,0.0013316240560847948,1.0642838398760288,000125.npy
0.0014087150351936252,0.0014743320994783531,1.0288265437844009,000126.npy
0.0013392221985587427,0.0014539607087247703,1.071397862106644,000127.npy
0.0006442975660795687,0.0005020899475101478,0.7905928626446403,000128.npy
0.002393945759495932,0.0007323752754500054,0.3014431601242977,000129.npy
0.0024089742406166515,0.0007500617923799966,0.305275094369125,000130.npy
0.00240566889318489,0.0007071091619185041,0.28776083705373334,000131.npy
0.00027296915545912866,0.0002693827399262927,0.9945823884570136,000132.npy
0.007056323102050615,0.0003957497164527231,0.055955443067204506,000133.npy
0.012631982685449555,0.0020951793580426515,0.1679347151874908,000134.npy
0.008278289150936426,0.0004373564266456642,0.052522217608815244,000135.npy
0.0023019356707720067,0.0010595340598510059,0.4572466550094963,000136.npy
0.023380317583976965,0.0017905794479352527,0.0718842287605826,000137.npy
0.02324352239657579,0.0019593928805863273,0.07947853758905525,000138.npy
0.025041373644434723,0.001887427933529808,0.07163817021602206,000139.npy
0.0050831891462941505,0.0007556258974017694,0.14667822551627344,000140.npy
0.0020331216493251836,0.0007687645766012942,0.3712166959005421,000141.npy
0.001818273791853981,0.0007536325658661099,0.40609843291864733,000142.npy
0.002041350771622699,0.0009013483259580229,0.4359163305363738,000143.npy
0.002145771925030457,0.0005641115828147103,0.2638770066973785,000144.npy
0.00228560413717448,0.0009489790511386238,0.41531378291108473,000145.npy
0.0023204913502739063,0.0010888230292679664,0.47609231198668217,000146.npy
0.0022290138633699976,0.0009084436268155288,0.41087595922176173,000147.npy
0.0022784139970567865,0.0008437000362892789,0.373184100104581,000148.npy
0.001638263004099774,0.0005931665166747346,0.36515831135808136,000149.npy
0.0016520778536456427,0.0007562878682207351,0.4643286662798151,000150.npy
0.0016426236970093515,0.0007233334144142771,0.44562025437762726,000151.npy
0.011370001202017182,0.0009767974832437258,0.08504321141777116,000152.npy
0.0018807871830103056,0.0006371033628526056,0.3414221224611025,000153.npy
0.0008463491846556259,0.0004498327969887636,0.5371971623906645,000154.npy
0.001856202085676374,0.0006899074382841432,0.3757602393457455,000155.npy
0.00488950337646523,0.0015223112480514552,0.2974754343602677,000156.npy
0.006152161911258335,0.0026883205593073753,0.42316694723646225,000157.npy
0.004635212281411216,0.0016351079174317213,0.33411350488458225,000158.npy
0.0053789053374947255,0.001993585797645405,0.3485675482167838,000159.npy
0.0008369664690124309,0.0008435893681902401,0.9976112621908465,000160.npy
0.0006408904073521666,0.0006800739925482486,1.0586025077581735,000161.npy
0.0007200491231820039,0.0007702772614638989,1.0759171079104546,000162.npy
0.0007295731885839062,0.0007350428875309572,1.0027200634237003,000163.npy
0.0003956108774137422,0.00045104881334410047,1.144934011665847,000164.npy
0.00019263610258820298,0.00037414920764184377,1.9627599779653888,000165.npy
0.00023625584748447305,0.0004113596431593182,1.7542891326153505,000166.npy
0.0002013786473588428,0.0004764897978539591,2.401185098540456,000167.npy
0.0015630226044254785,0.000662886712418789,0.42753145169866497,000168.npy
0.00031789585392070455,0.00037906302928222363,1.1970053955200288,000169.npy
0.00025553624147418695,0.0004175058486081731,1.6506600439703822,000170.npy
0.0005099819782940377,0.0006103522439603543,1.2119382589905472,000171.npy
0.001175930561816907,0.0004324837271858679,0.3734044746483723,000172.npy
0.009077367704178232,0.0007795778359082426,0.0859012346378995,000173.npy
0.00967543257329991,0.0007808742260429565,0.08035445711620365,000174.npy
0.010021819324860565,0.0009503682820623279,0.09497917317263349,000175.npy
0.005876034692477512,0.0006707639827100135,0.1130028505059375,000176.npy
0.0036916160346825147,0.0007614937101270819,0.20839812753044262,000177.npy
0.0007595529398331913,0.00029663570407083897,0.3936875693457701,000178.npy
0.004145387575319408,0.0005730509592195778,0.13880260799878238,000179.npy
0.0057931165290596096,0.004955328614712509,0.8507925495011296,000180.npy
0.003220836580344066,0.0007575620976236657,0.23339458558482043,000181.npy
0.0031662945008744145,0.0006780753020720372,0.21225314468511985,000182.npy
0.0032306369468338755,0.0007353812421228801,0.2260866393125942,000183.npy
0.0035525546856111155,0.0008468958376597337,0.23836331751648537,000184.npy
0.0013986127411191901,0.001066338033858211,0.761859383100226,000185.npy
0.0012222826007323023,0.0009797209672313385,0.8004332341134558,000186.npy
0.0013986379484831404,0.0011634517860662989,0.8369029159712752,000187.npy
0.00534804707293819,0.001053732051747566,0.19302158269764433,000188.npy
0.0054389392817434596,0.0008840259120837671,0.15875288241034025,000189.npy
0.0051881373476751445,0.0009711672880594366,0.1829749849769705,000190.npy
0.005046239896885262,0.0009665871647376134,0.18741379396089816,000191.npy
0.0006670346277614941,0.00025419025921352337,0.3844703919365659,000192.npy
0.0021627950721693555,0.0018518614049979993,0.8421343643310509,000193.npy
0.002312063610236379,0.0018043497777833354,0.7526226840208007,000194.npy
0.0023319847632599787,0.0017970711677535681,0.7412407342310983,000195.npy
0.0017700907764307352,0.0004315342326823768,0.24320428993158683,000196.npy
0.00030819664802979384,0.00036131559823876963,1.1743277407034536,000197.npy
0.0002563152554023438,0.00038425490520964937,1.5084666030631937,000198.npy
0.00030384600836011607,0.0004412727077559674,1.4616174050389856,000199.npy
0.004809066534306537,0.0006192900610398165,0.12910815585493315,000200.npy
0.0009183201314988363,0.0007390466473945242,0.8151624279068798,000201.npy
0.0008425431745442239,0.0007280591896018577,0.8769923264655047,000202.npy
0.0009021327686291616,0.0006265543864601023,0.6976247395718549,000203.npy
0.0034354548999098403,0.0006880527596759516,0.199000014563332,000204.npy
0.00700991329653538,0.0008023380735274342,0.11244882964937869,000205.npy
0.010772047920975632,0.0009623085902319575,0.08757276225802713,000206.npy
0.010098117964861817,0.0011135374489360773,0.10739600599508982,000207.npy
0.0007376961378802461,0.0004820260432875646,0.6599515851218917,000208.npy
0.0006538555032527609,0.0006494147660208899,1.0076644524018288,000209.npy
0.0007581495387223943,0.000644031674235532,0.8567996538216933,000210.npy
0.001253679968331901,0.0008294863274619491,0.6675055985854668,000211.npy
0.0023980477628378887,0.001480056438699757,0.619753148045243,000212.npy
0.0005639622170751595,0.000893185941575976,1.606485363249574,000213.npy
0.0005079266167476058,0.0006454996359532541,1.2845220275161608,000214.npy
0.00046797204587708803,0.0006962058312958884,1.5004865045184506,000215.npy
0.005470178172308978,0.0019932605904544568,0.35034776972480886,000216.npy
0.0014668093890211702,0.001406206106174866,0.9676469701944772,000217.npy
0.0007738428094487816,0.0010350050512628326,1.3456851776781915,000218.npy
0.0006902092216114062,0.0007933808216863345,1.16302818844216,000219.npy
0.001318424964679064,0.0006330601945527669,0.4848481219939222,000220.npy
0.004190183239342082,0.0008705212570352867,0.20740727631722067,000221.npy
0.004053204485551785,0.0008355786469390424,0.20489711554877008,000222.npy
0.005325195342098654,0.0010478355838119382,0.19207109093989672,000223.npy
0.005533123164387429,0.0006466321376397187,0.11645802333989859,000224.npy
0.01574131602655379,0.0013579952057303627,0.08506145880660607,000225.npy
0.015712827078869913,0.0012741221425408976,0.08068354754685632,000226.npy
0.014011360753943573,0.0013198566499346865,0.0942436102047857,000227.npy
0.03022003892438823,0.003286579398128012,0.09379211837284136,000228.npy
0.0033953424163299054,0.0008057546020638647,0.23392837854532847,000229.npy
0.0031511525780043713,0.0008015587408649702,0.2513650947776238,000230.npy
0.0027754188614462407,0.0008111474092235295,0.288740377922492,000231.npy
0.03544629925506317,0.00184898069874469,0.047671864407664244,000232.npy
0.02850021408777018,0.0015179200173355695,0.0499498685186061,000233.npy
0.02727167603048665,0.0015434617451431031,0.053128659100899846,000234.npy
0.0287809810139248,0.0014519375832154648,0.04698784832388276,000235.npy
0.0009719103565639522,0.0006165987659833501,0.6390029831661574,000236.npy
0.0008696514379105587,0.0007267557361314461,0.8383020062780498,000237.npy
0.0005989712592810505,0.0006542760208272592,1.0902049083535346,000238.npy
0.0005307336575984945,0.0005479350144268953,1.0320243622898326,000239.npy
0.0072962981184791385,0.001134778235220716,0.1524938905443257,000240.npy
5.973350879105802e-05,0.00033561656741888353,5.689406374564175,000241.npy
6.557855147135465e-05,0.00025262105234819074,3.883327953196771,000242.npy
5.9802189108160224e-05,0.00023373147551389612,3.9519257515551436,000243.npy
0.012199913216952974,0.0012122219375204739,0.09552201618065585,000244.npy
0.0009463212961711636,0.00037646553506613244,0.40094350100651605,000245.npy
0.001707039366457861,0.0004296375106230414,0.2531108838618088,000246.npy
0.0013671738888341564,0.00040655368385130515,0.2998746865927691,000247.npy
0.001991457029824614,0.0008687902892040596,0.43870004393939227,000248.npy
0.03451902851267589,0.0033043340491720804,0.08398982603455155,000249.npy
0.034258981492209364,0.0026502647814632516,0.06839064133474271,000250.npy
0.03449829338648162,0.0031400323690417313,0.07971006578048413,000251.npy
0.00044565638915584004,0.000533037258288075,1.200857584104803,000252.npy
0.0003864981493140101,0.0005468121536548625,1.4304383397477536,000253.npy
0.00041345135964693274,0.0004861079915206322,1.1834259248732073,000254.npy
0.00037039421040743184,0.0005085660064002525,1.3801415854957948,000255.npy
0.0009383965391171931,0.00034185456468689555,0.3654233241605246,000256.npy
0.007747453124912164,0.0011126498566548057,0.14045812621512596,000257.npy
0.007754627281286137,0.0009540412986761285,0.11897562142813913,000258.npy
0.009730292932401864,0.0010664189869058686,0.10461644989535124,000259.npy
0.008678449802501135,0.00116210362835374,0.13003166012849587,000260.npy
0.0015338256621480646,0.0007673874815338073,0.5008737901696907,000261.npy
0.0018784308883066647,0.0010207342516584032,0.5400527774160824,000262.npy
0.0018145728544756259,0.000975029092647986,0.5414826163299391,000263.npy
0.003951576831254918,0.0005860715783718542,0.1474364226704251,000264.npy
0.0012645669730019283,0.001005839916650899,0.7951776951803853,000265.npy
0.0012335272233803538,0.0009781669426178828,0.7935085764472148,000266.npy
0.0012931554289851068,0.0012297203757708406,0.9601039357385505,000267.npy
0.0004485151435871078,0.0007077835002354803,1.6020878760603916,000268.npy
0.03606448400340617,0.001650662442216827,0.041886644270358826,000269.npy
0.03543065439428526,0.0015171443148912617,0.03945034392190446,000270.npy
0.0344817153954764,0.0017220410997580242,0.046011490599487725,000271.npy
0.0036324075553390463,0.0006133852007615914,0.1655398146565209,000272.npy
0.007318697521003083,0.0007251595545103805,0.09941773370296793,000273.npy
0.007575906609030747,0.0007979201045194633,0.10588567205231172,000274.npy
0.007300391330760564,0.0006291711514275741,0.0859054463852064,000275.npy
0.0014835347215738895,0.0015950175827538274,1.0910811163049818,000276.npy
0.0008302272629515385,0.0010113271714778875,1.2119270904764905,000277.npy
0.0010354192991257924,0.001285720281384961,1.251951396671406,000278.npy
0.0007426576358955063,0.0011651699419385454,1.6098085374082818,000279.npy
0.003951595120955899,0.0005770295412681876,0.14409008859402486,000280.npy
0.002025049264396161,0.0006191263647824639,0.30621837126232093,000281.npy
0.001786290982117996,0.0007328213321760737,0.41410448236214153,000282.npy
0.0024749177461431487,0.0009201241743570002,0.3715768721421348,000283.npy
0.004804555198912146,0.000661972652258661,0.13613811799026515,000284.npy
0.0043680230574684575,0.0009445835932733135,0.2154512470428841,000285.npy
0.003932711751046579,0.0009081538764627294,0.23221519294197185,000286.npy
0.004578171081892838,0.0012441772142364985,0.27575172590609537,000287.npy
0.0009941704678551645,0.0008677817948219931,0.879693000404981,000288.npy
0.0038508026223981508,0.0005076343010089394,0.13156764753246697,000289.npy
0.01083194694853743,0.00106456642311215,0.09568926850660767,000290.npy
0.009620885690897177,0.0009102256266010962,0.09169461394101593,000291.npy
0.003647262774714937,0.0024001373117248552,0.6486654864701934,000292.npy
0.004424640121906344,0.0007647710344875021,0.17397421951403352,000293.npy
0.004626250049971499,0.0008823870557271567,0.19280953777607748,000294.npy
0.004631116701557059,0.0009073923264137111,0.19734302945638263,000295.npy
0.005658678374562959,0.0014313589403556844,0.2504144748107079,000296.npy
0.003891593758491,0.0008018179344222232,0.2044928051502686,000297.npy
0.0037557979550277964,0.0008345622910828496,0.22034688594334462,000298.npy
0.003938721562902068,0.0006397998296870296,0.15942705189193937,000299.npy
0.15307102635632952,0.002628255674831205,0.014467018499100282,000300.npy
0.0027202845334280195,0.0011878430312570755,0.42992723535574295,000301.npy
0.0024028845150238843,0.0011212501611745124,0.4620370904693217,000302.npy
0.002704167632559357,0.0014649220385762607,0.5433838229100589,000303.npy
0.0017800584256843057,0.0009468253916305666,0.5307227419723701,000304.npy
0.0009251303102682599,0.0007416390473809558,0.8073703313831029,000305.npy
0.0008924387411907933,0.0007886163477339546,0.8908810002036216,000306.npy
0.0008910143947199523,0.0006657466901162722,0.749361727140295,000307.npy
0.0006699365857747712,0.0010298861566419605,1.5608705806043142,000308.npy
0.0006865596032947996,0.000426822844359757,0.6233090038309026,000309.npy
0.0006828005439143995,0.0003299024687057226,0.4824481876857993,000310.npy
0.0006837439720063402,0.0003808503871138046,0.5577164285766696,000311.npy
0.005322357568082033,0.0012274229798178381,0.2226783082328344,000312.npy
0.0008110855656349949,0.0009585674262877012,1.1879903645813263,000313.npy
0.0007998123300266013,0.0008340572374265395,1.0532988665281842,000314.npy
0.00047745171116625094,0.000587792897097194,1.2426974382257407,000315.npy
0.00034327010065351386,0.00037828879775405607,1.1221735173838832,000316.npy
0.002981650865384564,0.0005073931663664609,0.17096849957615823,000317.npy
0.003338131601417353,0.000675449621854924,0.20358396739620976,000318.npy
0.00355916972427364,0.0005125353095388716,0.1442007531247619,000319.npy
0.0038170568352714628,0.000611823325925542,0.15849222730529217,000320.npy
0.0016950708203471896,0.0010344680495192936,0.6100305540022315,000321.npy
0.0014863406457352663,0.000836207553883781,0.5625202655730598,000322.npy
0.00153816277639106,0.0009666333476127657,0.6271906255766873,000323.npy
0.0017507500317666877,0.0008071618245314702,0.4594149472370428,000324.npy
0.004844232391637977,0.002739859698725953,0.5554934525905054,000325.npy
0.005903422498240032,0.0029989755993717424,0.4908481493261357,000326.npy
0.00599779383984918,0.0029216308201243982,0.4772746799375797,000327.npy
0.0006355945078105309,0.0004739502591716494,0.7553894358990395,000328.npy
0.0025644545075422373,0.001439880678189418,0.55060883807977,000329.npy
0.0025588034543846056,0.0013235425448900238,0.5025038210988336,000330.npy
0.0026643149176727174,0.0014401278583786239,0.5281230131160088,000331.npy
0.001241195671778744,0.001464952589288648,1.177960629715221,000332.npy
0.0031721454153494882,0.0009464126167181256,0.29454693297219514,000333.npy
0.0032179159024501814,0.0008585361295525517,0.2632856179711428,000334.npy
0.003217963091912631,0.0008934173942962922,0.2721521843170023,000335.npy
0.0005737236825001292,0.0006843941522084334,1.1972959079903576,000336.npy
0.000845936648305817,0.0010439647226813242,1.253370914975426,000337.npy
0.0008591612671508577,0.0008948213955274316,1.0510886332653868,000338.npy
0.0007061245378525438,0.0007605462192919213,1.0866539746801973,000339.npy
0.0011160001112839935,0.0005564420422772821,0.5002743669475159,000340.npy
0.00023550659188890672,0.00026202546656394296,1.1215712234032824,000341.npy
0.00022141559446686252,0.00029887276632338945,1.3609368713421992,000342.npy
0.00022416498835279813,0.0003481067323872339,1.5702245336989131,000343.npy
0.001029495614239774,0.0006324350737608713,0.617279859869081,000344.npy
0.0008670243371512224,0.0006506447815580918,0.7562465113131158,000345.npy
0.0007407038474483102,0.0005342392251392826,0.7222865721064866,000346.npy
0.0007455999251578711,0.0005960917891770003,0.8100252695837122,000347.npy
0.0034546507124010497,0.0016022210835515368,0.46414844290180984,000348.npy
0.0057656607395652005,0.0011067218981036964,0.1910027892364148,000349.npy
0.006251696852889392,0.0010887252308958773,0.1728000082745374,000350.npy
0.008448024275982699,0.0010625746173407052,0.12330291704302873,000351.npy
0.15085991780369792,0.0023962066705081825,0.013212339643527244,000352.npy
0.15401402316204113,0.0025265715929418666,0.013703156459087843,000353.npy
0.15190709572952518,0.002533348508035715,0.01411780959005687,000354.npy
0.1523857633692211,0.0024513291759789137,0.013523223009896933,000355.npy
0.003261927053305508,0.0005731726970925401,0.1742083449015955,000356.npy
0.002941278854679784,0.0005818672500432526,0.19359991059797654,000357.npy
0.0044753039707574075,0.00095827373333129,0.20806184590618432,000358.npy
0.003571064392957216,0.0006237011583353024,0.17118628932381286,000359.npy
0.0033055814342377336,0.0006610680756183064,0.1976147110852087,000360.npy
0.0035260834855123232,0.0003969053036516844,0.11275382988766622,000361.npy
0.0044446696538246585,0.0004779828137002622,0.10755897456040531,000362.npy
0.006885019913646412,0.0007054662787657812,0.1023918070543362,000363.npy
0.004151041949905624,0.0007370672824745008,0.1768689491144745,000364.npy
0.011626569701993782,0.001778892821656461,0.1478627740662879,000365.npy
0.010228518542925391,0.0017452333673959365,0.16648399863739038,000366.npy
0.011518657844129924,0.0018506546656825074,0.15575788305008964,000367.npy
0.0011257162992628284,0.0006491793107905534,0.5803895807093977,000368.npy
0.0017389280027115138,0.00043526064430187664,0.24993220984388173,000369.npy
0.002372097925408797,0.0005317720042392467,0.22397944200347267,000370.npy
0.0021992670045704404,0.0005349362969249478,0.24303530036955587,000371.npy
0.0014250445280303272,0.0006157304382551093,0.4350222958617231,000372.npy
0.009463363305793523,0.0005277492651933628,0.05449883323410067,000373.npy
0.009580549823044208,0.0005430659877440979,0.05558956111326013,000374.npy
0.010032428457546776,0.0007420543877872935,0.07277729761893997,000375.npy
0.0031095011252690124,0.0005553269572778701,0.17916506273838664,000376.npy
0.004409649689766846,0.000585667862111396,0.13240320860769794,000377.npy
0.004319131043302764,0.0004868623375045574,0.1127130427968848,000378.npy
0.003963360470748083,0.0005522843387355764,0.13899073425199937,000379.npy
0.005213859581105035,0.0015565068137172642,0.29145470520056366,000380.npy
0.004631864826691998,0.00040629374964857494,0.08806834848395476,000381.npy
0.0060988623739574085,0.0004312229546309004,0.07090986224162395,000382.npy
0.0040759067081600295,0.0004664167549886277,0.11546209055361875,000383.npy
0.002031938663190892,0.001918758199537452,0.9412074155844156,000384.npy
0.023723293460277954,0.000766145536561712,0.031122598638420762,000385.npy
0.027129151617075326,0.0009717308267761695,0.034958509602826884,000386.npy
0.025139780240643974,0.0008236483429394834,0.03182312489175791,000387.npy
0.0010632787965798756,0.0005681322085929679,0.5388184820004648,000388.npy
0.003920115468515461,0.0009441697340506456,0.24002141353804138,000389.npy
0.008565238591754013,0.0020125918149069308,0.22359006691695366,000390.npy
0.003523471002188474,0.0012920890968747007,0.3615319579716308,000391.npy
0.0005780397999205004,0.0005167379195313166,0.8936302657128199,000392.npy
0.0005401437137358195,0.0002800501888232771,0.5242885397260473,000393.npy
0.000469798994399528,0.0002784666423925713,0.5965901612068244,000394.npy
0.00021587691535678095,0.0002657341804950578,1.2400118154209614,000395.npy
0.003131825988533125,0.0006312264941337572,0.19830188049290934,000396.npy
0.0016712985356484849,0.0003570573152084627,0.21630641150898658,000397.npy
0.004109771714320034,0.0004144083143683535,0.1016155312470284,000398.npy
0.005907273423645958,0.0004080285369681654,0.06929942573390575,000399.npy
0.00015222246825840908,0.0005230510465458667,3.4804299829836727,000400.npy
0.00013908412480962562,0.00027570259015670883,1.9959302056417123,000401.npy
0.00026012289312902007,0.00023152605774117568,0.8941063088629989,000402.npy
0.00017030005572939424,0.0003795797673562663,2.261842781678044,000403.npy
0.008141944306187485,0.0007720079603739405,0.09337224092394122,000404.npy
