L_shape,gamma_scale,ratio_mean,ratio_std,ratio_max,file,gt_shape,degraded_shape,scale_factor
27.94253823919675,0.036555627584282706,1.021457021631655,0.2434722592918507,7.828275522898636,000034.npy,"(256, 256)","(128, 128)",2.0
20.615460302826524,0.04988180455616875,1.0283363616610481,0.28444460698806573,7.01735882245306,000035.npy,"(256, 256)","(128, 128)",2.0
52.02772586996215,0.0193180848656161,1.0050760237209388,0.16005663327644093,7.240603083398462,000036.npy,"(256, 256)","(128, 128)",2.0
69.04671801444643,0.014569930898576772,1.0060059102440004,0.12277415964444112,2.6397675506913707,000037.npy,"(256, 256)","(128, 128)",2.0
54.18464233995496,0.01853196839553116,1.0041480793672048,0.13816418084598653,2.5909655270799017,000038.npy,"(256, 256)","(128, 128)",2.0
76.5480701985712,0.01314609374552557,1.006308106869489,0.11712432667431531,2.933370287520258,000039.npy,"(256, 256)","(128, 128)",2.0
42.92029461795559,0.023577124326594544,1.0119371223416056,0.15782414349120769,3.3882744703998853,000040.npy,"(256, 256)","(128, 128)",2.0
25.13804444945899,0.04122080070471207,1.0362103203573425,0.23312118856283248,5.370233774206723,000041.npy,"(256, 256)","(128, 128)",2.0
19.384703664359755,0.053522270956561646,1.0375133619365162,0.26667795762882957,6.131390240458091,000042.npy,"(256, 256)","(128, 128)",2.0
23.154120668316278,0.04471877793699328,1.035423980492782,0.24457842569435037,4.875406735579538,000043.npy,"(256, 256)","(128, 128)",2.0
6.746976904745992,0.17036633477994834,1.1494577261065353,0.5249007666240711,8.508882674100144,000044.npy,"(256, 256)","(128, 128)",2.0
43.43054633820549,0.023455972460434512,1.018705698850573,0.16968232889094964,6.077640077043122,000045.npy,"(256, 256)","(128, 128)",2.0
40.30554010326766,0.025322221386251266,1.0206258095873724,0.17834826359201456,5.8059835490066245,000046.npy,"(256, 256)","(128, 128)",2.0
42.276140375700564,0.02405582365024423,1.0169873774908227,0.16861072199763819,5.397921715730992,000047.npy,"(256, 256)","(128, 128)",2.0
37.52180372959869,0.026911447538929788,1.009766052635115,0.1784250868904416,6.442813498402189,000048.npy,"(256, 256)","(128, 128)",2.0
6.106317671259155,0.1816154844829279,1.1090018422723955,0.6725374267897193,13.589831474387333,000049.npy,"(256, 256)","(128, 128)",2.0
6.0770753816519285,0.18248488192479506,1.108974383468831,0.6755833002938312,15.172380775102265,000050.npy,"(256, 256)","(128, 128)",2.0
5.762965986248795,0.19408751745786929,1.1185197614651698,0.7042579616026112,11.418224702566869,000051.npy,"(256, 256)","(128, 128)",2.0
74.71002351588487,0.013434068939439672,1.0036596063795564,0.11682717105006343,2.6185508063226703,000052.npy,"(256, 256)","(128, 128)",2.0
36.402002170686934,0.028076088476559923,1.0220258336681327,0.1954868355761035,5.3082849424283,000053.npy,"(256, 256)","(128, 128)",2.0
37.89951750341923,0.026969971891505802,1.0221489217688489,0.18765066164650676,4.620193331480412,000054.npy,"(256, 256)","(128, 128)",2.0
34.164033804304104,0.029906245726002374,1.0217179899429703,0.19626100782655842,5.203181737155306,000055.npy,"(256, 256)","(128, 128)",2.0
37.72914131329282,0.027217107196863773,1.0268780835695124,0.18344868120523655,4.167277135112661,000056.npy,"(256, 256)","(128, 128)",2.0
63.87197662741821,0.015702266648914682,1.0029348083969671,0.12605598910045335,1.9819690453079455,000057.npy,"(256, 256)","(128, 128)",2.0
93.2013204102992,0.010766898174975512,1.0034891266309585,0.10433634126275557,1.7515692573519182,000058.npy,"(256, 256)","(128, 128)",2.0
67.31138051395062,0.014867160411905967,1.0007290916477454,0.12226179088043251,1.7991233783543916,000059.npy,"(256, 256)","(128, 128)",2.0
59.06530844334714,0.017032050967239518,1.006003343802811,0.13745671492145584,4.972417427076315,000060.npy,"(256, 256)","(128, 128)",2.0
66.83784315984401,0.015032513803277404,1.0047407998816453,0.12390737875701809,3.2357487551700372,000061.npy,"(256, 256)","(128, 128)",2.0
56.275567430096345,0.01780936774793582,1.0022322755863453,0.13459820256352323,2.7852941725215574,000062.npy,"(256, 256)","(128, 128)",2.0
66.54048765417022,0.015038567022180848,1.0006735832758362,0.12293570386057658,2.2677913234936478,000063.npy,"(256, 256)","(128, 128)",2.0
63.98055357952956,0.015791960622547778,1.0103783827367392,0.1329868316338668,3.904543346411569,000064.npy,"(256, 256)","(128, 128)",2.0
38.74628791711601,0.026094014198986274,1.0110461870672354,0.1704071809508524,3.966523163111547,000065.npy,"(256, 256)","(128, 128)",2.0
40.739023903829484,0.02478353124415573,1.0096568717769652,0.166076936951963,4.337402536560221,000066.npy,"(256, 256)","(128, 128)",2.0
56.734134518105265,0.017838653563562887,1.0120605708970547,0.1404271895611831,4.01007747155577,000067.npy,"(256, 256)","(128, 128)",2.0
66.82816949630474,0.015107658434492171,1.0096171585525207,0.13149526432200065,4.247193648655428,000068.npy,"(256, 256)","(128, 128)",2.0
51.266116944693835,0.019664667452794844,1.008131141313495,0.14579561810181976,2.6816940249735195,000069.npy,"(256, 256)","(128, 128)",2.0
49.56487420317779,0.02038349125252789,1.0103051797531197,0.1498365996456614,3.002064848469142,000070.npy,"(256, 256)","(128, 128)",2.0
54.716462490462455,0.018479089062799152,1.0111103835625648,0.14188284516941074,2.9670813320352023,000071.npy,"(256, 256)","(128, 128)",2.0
28.63428611603271,0.03597674050775138,1.030168281221217,0.20991875034099203,4.734183887152084,000072.npy,"(256, 256)","(128, 128)",2.0
38.84010033327313,0.02621233100810629,1.0180895663238145,0.18222335393402558,4.8502973469166175,000073.npy,"(256, 256)","(128, 128)",2.0
35.73832896908494,0.02863251375056177,1.0232781956294246,0.19327932193603586,4.562289498172863,000074.npy,"(256, 256)","(128, 128)",2.0
31.491579490146833,0.03237668865431658,1.0195930643851456,0.20131125113947393,4.115974295723124,000075.npy,"(256, 256)","(128, 128)",2.0
51.555305611987194,0.01946578927133613,1.0035647148622757,0.14032190574890743,1.9069737837564245,000076.npy,"(256, 256)","(128, 128)",2.0
35.57459302737023,0.028336533444010808,1.00806064507715,0.17079978058340703,2.0697985452104417,000077.npy,"(256, 256)","(128, 128)",2.0
30.19837289478338,0.03368121740014048,1.0171179625997087,0.19104771476003732,2.6439512083280765,000078.npy,"(256, 256)","(128, 128)",2.0
31.272512091006565,0.03239259401748323,1.0129977880708112,0.18335541171425268,2.453869018136079,000079.npy,"(256, 256)","(128, 128)",2.0
29.627770500993496,0.03449346963316455,1.0219646020743876,0.23709641515161972,8.66058230745607,000080.npy,"(256, 256)","(128, 128)",2.0
16.540633685281342,0.06150677808298809,1.017361085432597,0.2888036427858901,10.753945359570654,000081.npy,"(256, 256)","(128, 128)",2.0
15.545810683856164,0.06522570714721566,1.0139864950312587,0.2892942224582102,8.66220329312118,000082.npy,"(256, 256)","(128, 128)",2.0
15.185684325511573,0.06653058818595194,1.0103125101824757,0.29191555507324024,9.40403657360405,000083.npy,"(256, 256)","(128, 128)",2.0
17.537337772945552,0.0596670158506762,1.0464006108770048,0.27660704569299766,6.292395319593551,000084.npy,"(256, 256)","(128, 128)",2.0
15.569344622513926,0.0677158853194951,1.0542919549578507,0.31578693540496466,8.15178749026463,000085.npy,"(256, 256)","(128, 128)",2.0
12.218756602979834,0.0882833976535693,1.0787133480130442,0.36756853027148495,7.791107229230575,000086.npy,"(256, 256)","(128, 128)",2.0
15.550950927043786,0.06820733159047458,1.0606888664280736,0.3135386675413948,7.493034479256323,000087.npy,"(256, 256)","(128, 128)",2.0
69.73892619690034,0.014348974547596585,1.0006820769760396,0.1198979531638056,1.7724109168087447,000088.npy,"(256, 256)","(128, 128)",2.0
61.457873081046834,0.01635592072935627,1.0052001003084405,0.1284755202946937,2.006527695538307,000089.npy,"(256, 256)","(128, 128)",2.0
93.7808233412,0.010699886548242141,1.0034441701515786,0.10385528149876884,1.8462896482371578,000090.npy,"(256, 256)","(128, 128)",2.0
85.67722696971282,0.011694640617177243,1.001964378487117,0.10842407770256744,1.805115249174572,000091.npy,"(256, 256)","(128, 128)",2.0
33.03592950713387,0.03092128995525523,1.0215135552314585,0.18543719403535783,3.98867728142835,000092.npy,"(256, 256)","(128, 128)",2.0
42.88508579387253,0.023451794303450152,1.0057322107237108,0.1550751396206978,2.1420159130928074,000093.npy,"(256, 256)","(128, 128)",2.0
37.576816402099006,0.026767807153201557,1.0058489748826474,0.1663280966290393,2.975175797017765,000094.npy,"(256, 256)","(128, 128)",2.0
44.51862150689884,0.022612288066492264,1.0066678938371345,0.15291774735496008,2.4055118858491293,000095.npy,"(256, 256)","(128, 128)",2.0
15.90114622679477,0.0660476965496311,1.0502340807786523,0.3209499454626223,12.355398691947517,000096.npy,"(256, 256)","(128, 128)",2.0
38.69112209657675,0.026253605051318032,1.0157814385158501,0.1699300065886669,3.3587530034057465,000097.npy,"(256, 256)","(128, 128)",2.0
40.46470747568121,0.02503711291942027,1.0131194503199399,0.1645030362275171,2.8248750403453045,000098.npy,"(256, 256)","(128, 128)",2.0
38.14915613204356,0.026547082563021133,1.0127487975469442,0.16995166537104442,3.3499025545926093,000099.npy,"(256, 256)","(128, 128)",2.0
42.71773797898199,0.023652737864332207,1.0103914585740892,0.16797710560819754,6.357044197087908,000100.npy,"(256, 256)","(128, 128)",2.0
100.36391214282743,0.009970730516247072,1.0007015215324295,0.10005550882234707,1.7071086132647575,000101.npy,"(256, 256)","(128, 128)",2.0
69.46998445602918,0.01442298640935477,1.001964641667396,0.1202868699924284,1.855038805268014,000102.npy,"(256, 256)","(128, 128)",2.0
77.99447462559083,0.012836350960735269,1.0011644492922454,0.11346939646238643,1.9187024972367146,000103.npy,"(256, 256)","(128, 128)",2.0
47.72800660492749,0.02112200735807472,1.0081113066955172,0.1521047206537101,4.248051170707486,000104.npy,"(256, 256)","(128, 128)",2.0
103.196579658651,0.009734423771661917,1.004559238183375,0.09877803531473382,1.6168843886760256,000105.npy,"(256, 256)","(128, 128)",2.0
78.12389523513401,0.012848686064739224,1.0037894040308135,0.11309991978613357,1.5897307599112784,000106.npy,"(256, 256)","(128, 128)",2.0
86.33174755177969,0.011628431081282291,1.0039027765325312,0.10823232266676854,1.6234210940027347,000107.npy,"(256, 256)","(128, 128)",2.0
6.099231805924548,0.18525402107834776,1.1299072175364753,0.5950329660399727,9.387476919148874,000108.npy,"(256, 256)","(128, 128)",2.0
10.451041430224288,0.10343430249881454,1.0809961807214623,0.40871857321759947,14.439543919693742,000109.npy,"(256, 256)","(128, 128)",2.0
10.753192355884268,0.09949381194315074,1.0698760980448754,0.3790464178513651,9.077204747406636,000110.npy,"(256, 256)","(128, 128)",2.0
10.579926388776713,0.10094735823372568,1.0680156192542904,0.3776290794883434,7.915966718931812,000111.npy,"(256, 256)","(128, 128)",2.0
30.241608276102305,0.03392062871624194,1.0258143661156958,0.20867885747123885,6.628670683346306,000112.npy,"(256, 256)","(128, 128)",2.0
63.19844729928712,0.015886939396581836,1.0040299022018455,0.1271869713473434,2.4952937292170057,000113.npy,"(256, 256)","(128, 128)",2.0
52.99936144306261,0.018953802162274817,1.0045394115187047,0.1387575534807491,2.257098285102035,000114.npy,"(256, 256)","(128, 128)",2.0
87.17256033270715,0.011517877473854535,1.004042868994313,0.1163658339979969,6.650037154877452,000115.npy,"(256, 256)","(128, 128)",2.0
49.90102144943021,0.0203592597074479,1.0159478553558778,0.15420863230476317,3.6322560141649496,000116.npy,"(256, 256)","(128, 128)",2.0
48.005556517653844,0.021101346368164124,1.0129818756754925,0.14981955355387008,3.84494593764004,000117.npy,"(256, 256)","(128, 128)",2.0
52.92825749389502,0.019126167049392864,1.0123146944615158,0.14197996190833925,3.04152318608149,000118.npy,"(256, 256)","(128, 128)",2.0
49.32267747395092,0.020548410636609865,1.0135026304318109,0.1469092193187311,3.0062610468327655,000119.npy,"(256, 256)","(128, 128)",2.0
50.10687340524335,0.020170636034095774,1.0106875062636766,0.16720550310862045,6.5406003832249535,000120.npy,"(256, 256)","(128, 128)",2.0
48.74464836926668,0.020874542519070026,1.0175222349613746,0.16186842672745075,3.785889762182679,000121.npy,"(256, 256)","(128, 128)",2.0
36.885575308279584,0.02754881742198719,1.0161539796727532,0.18194638361072724,3.7180330329802476,000122.npy,"(256, 256)","(128, 128)",2.0
35.48998161616116,0.028666343350204317,1.0173679985013149,0.1886026596047794,4.471260647931835,000123.npy,"(256, 256)","(128, 128)",2.0
18.258505877162776,0.05748924795361214,1.0496677716346954,0.30853186229872065,9.404031844769518,000124.npy,"(256, 256)","(128, 128)",2.0
37.836993389256904,0.026964662031675732,1.0202617390360613,0.17875937471385872,4.330024599650455,000125.npy,"(256, 256)","(128, 128)",2.0
40.68685986332134,0.025071197634252973,1.0200683047504842,0.17447773559028532,3.795655081997647,000126.npy,"(256, 256)","(128, 128)",2.0
37.68849973963246,0.02710852829834242,1.0216797617138975,0.18070548135387943,3.999748313307619,000127.npy,"(256, 256)","(128, 128)",2.0
66.30903935581651,0.015120814919210118,1.0026467115699211,0.123418625530634,2.145078157506344,000128.npy,"(256, 256)","(128, 128)",2.0
29.54308675921402,0.035014653610192,1.0344409494497286,0.20444784407441985,4.387401596496081,000129.npy,"(256, 256)","(128, 128)",2.0
31.222714674236098,0.033155546291731536,1.0352061617351604,0.19973104211593237,3.859573995253335,000130.npy,"(256, 256)","(128, 128)",2.0
32.571145639251675,0.03173437345039387,1.0336248994231805,0.19556397351391003,4.863503774039117,000131.npy,"(256, 256)","(128, 128)",2.0
77.47593657911288,0.0129283775239325,1.0016381571150228,0.12309339614732558,9.243204659322657,000132.npy,"(256, 256)","(128, 128)",2.0
43.29038226352478,0.023420822959546346,1.0138963788450992,0.15968678996656907,4.458927377603228,000133.npy,"(256, 256)","(128, 128)",2.0
31.369443376151047,0.0325467611388967,1.0209737806237333,0.2352035559720663,10.78635889610622,000134.npy,"(256, 256)","(128, 128)",2.0
37.15721137444835,0.027334489624812434,1.015673408801821,0.17212869184006843,3.4911776668597234,000135.npy,"(256, 256)","(128, 128)",2.0
36.69677482400604,0.027769001228332292,1.0190327851636574,0.18026442969603718,3.6664547094043383,000136.npy,"(256, 256)","(128, 128)",2.0
11.114382557151744,0.09119669374217179,1.0135949421979038,0.32039945200500364,4.961054831772062,000137.npy,"(256, 256)","(128, 128)",2.0
10.832758499193627,0.09344024471545682,1.0122156051080973,0.32255939090610924,6.743097690267254,000138.npy,"(256, 256)","(128, 128)",2.0
9.932581009188254,0.10196357695418051,1.0127614880839986,0.3374071167982481,5.261825145261662,000139.npy,"(256, 256)","(128, 128)",2.0
15.764303419902621,0.06637318348577317,1.0463270034145982,0.3347893095339726,7.525981264545853,000140.npy,"(256, 256)","(128, 128)",2.0
18.890812624124134,0.05568498529961133,1.0519346232720646,0.3052695677400883,7.268548186137117,000141.npy,"(256, 256)","(128, 128)",2.0
19.055814129350058,0.0550953634285883,1.0498870048841693,0.30864326581059626,7.008461232685735,000142.npy,"(256, 256)","(128, 128)",2.0
17.405810136939447,0.06059559850673556,1.0547154827424505,0.3185866495285422,7.92270634107943,000143.npy,"(256, 256)","(128, 128)",2.0
49.39332948898971,0.020516848187122527,1.013395442582124,0.15323080754542634,4.479455613614573,000144.npy,"(256, 256)","(128, 128)",2.0
60.66074370144727,0.016538611387069257,1.0032444665288454,0.13091032471039843,2.720134488609202,000145.npy,"(256, 256)","(128, 128)",2.0
45.65267722402662,0.022040981318692345,1.006229805843062,0.1511182242313334,3.29405752195456,000146.npy,"(256, 256)","(128, 128)",2.0
58.97364236035432,0.017043379974062658,1.005110195201996,0.13227681338264446,2.511788025033323,000147.npy,"(256, 256)","(128, 128)",2.0
36.61196530117311,0.027751266130055942,1.0160283926172287,0.17708144958036598,4.814629556497121,000148.npy,"(256, 256)","(128, 128)",2.0
61.38958006124906,0.01640369002132633,1.0070156418641252,0.13036145157295964,2.8455685457413065,000149.npy,"(256, 256)","(128, 128)",2.0
44.44236607621441,0.02261115473900774,1.0048932163169122,0.15202587982188304,2.643237784654133,000150.npy,"(256, 256)","(128, 128)",2.0
47.27933834894196,0.021296871402605475,1.0069019888176904,0.14875421730803293,3.7487386522027597,000151.npy,"(256, 256)","(128, 128)",2.0
17.946759516741626,0.05798401271343126,1.04062513198364,0.2744118527552587,7.033979870355519,000152.npy,"(256, 256)","(128, 128)",2.0
55.072445932877734,0.018249568588903683,1.0050483794107419,0.13717484867512406,2.382639903433439,000153.npy,"(256, 256)","(128, 128)",2.0
68.30114360680545,0.014657747372416681,1.001140908235707,0.12130473085717279,1.6956676950231144,000154.npy,"(256, 256)","(128, 128)",2.0
43.09878438403716,0.023302520044091835,1.004310286985018,0.1543554227890167,2.527978161126154,000155.npy,"(256, 256)","(128, 128)",2.0
13.01658176989837,0.08154530035419617,1.061441070011317,0.34726459331324816,7.030259871456237,000156.npy,"(256, 256)","(128, 128)",2.0
33.80224933214572,0.029942373290803147,1.0121195675719086,0.19723379653415346,5.642793990147352,000157.npy,"(256, 256)","(128, 128)",2.0
36.731883423552496,0.02751993843588066,1.01085917045011,0.19206188591740916,6.026430755639338,000158.npy,"(256, 256)","(128, 128)",2.0
42.144418527905316,0.023962488264525253,1.0098851343901718,0.18374458861106685,10.104441556520166,000159.npy,"(256, 256)","(128, 128)",2.0
74.35740769920478,0.01355111854187098,1.0076260461981539,0.11966308845160056,2.2302609482931346,000160.npy,"(256, 256)","(128, 128)",2.0
54.807297049378434,0.018414264585931678,1.009236069107007,0.13803010887277195,3.0341013630616422,000161.npy,"(256, 256)","(128, 128)",2.0
55.10782416120071,0.018366560306466415,1.0121411758148398,0.13827649065516112,3.037728768236282,000162.npy,"(256, 256)","(128, 128)",2.0
67.68719164337973,0.01491414851588479,1.0094968287925212,0.12462309609095612,2.6092963948135885,000163.npy,"(256, 256)","(128, 128)",2.0
62.70693638175568,0.016075530376801837,1.0080472606410937,0.1301053927451564,3.02500507789031,000164.npy,"(256, 256)","(128, 128)",2.0
80.37074826230635,0.01248352157656167,1.0033099700569077,0.11210089948744587,1.659598774434708,000165.npy,"(256, 256)","(128, 128)",2.0
66.06542399728625,0.01515633809144269,1.0013099022573815,0.1233326094405425,1.7405592173421665,000166.npy,"(256, 256)","(128, 128)",2.0
61.78879307822399,0.016248697521513058,1.0039874089474212,0.12781041589503328,1.7260260061972383,000167.npy,"(256, 256)","(128, 128)",2.0
34.984837473299116,0.02911286002675873,1.0185086764190607,0.1924088037555993,6.056179308332219,000168.npy,"(256, 256)","(128, 128)",2.0
83.66993130878528,0.011949684771875751,0.9998293040244817,0.1180187662200962,4.606991080125361,000169.npy,"(256, 256)","(128, 128)",2.0
78.6355090946533,0.012728082242348135,1.000879226925662,0.1149290909420493,4.5241168109718375,000170.npy,"(256, 256)","(128, 128)",2.0
65.32003851218988,0.015357978472425274,1.003183745288202,0.1264271499034568,3.402498637855056,000171.npy,"(256, 256)","(128, 128)",2.0
48.21042995470092,0.02092664468209765,1.0088825376331834,0.155437182470926,4.748939243460477,000172.npy,"(256, 256)","(128, 128)",2.0
26.324440969052564,0.038780375653975706,1.0208717096607667,0.20918015546748314,4.811805858036946,000173.npy,"(256, 256)","(128, 128)",2.0
29.490346435663163,0.034641674307675265,1.0215949764447554,0.1975617917707738,3.852250448668606,000174.npy,"(256, 256)","(128, 128)",2.0
24.98287222919425,0.040947188171922305,1.022978370243909,0.21518987554070404,4.471187188168303,000175.npy,"(256, 256)","(128, 128)",2.0
25.781942206420997,0.03994172901105281,1.0297753489874923,0.23380629774434936,6.144395166272965,000176.npy,"(256, 256)","(128, 128)",2.0
41.19680294103136,0.024465606249497066,1.0079047594933959,0.16023872829882874,3.93629325325906,000177.npy,"(256, 256)","(128, 128)",2.0
93.12194644081691,0.010752020916193662,1.0012491158883294,0.1037501759961889,1.615749744209524,000178.npy,"(256, 256)","(128, 128)",2.0
50.674512262659924,0.01992960174167632,1.0099228478485052,0.1454221223330103,3.266656206779369,000179.npy,"(256, 256)","(128, 128)",2.0
39.400292846447456,0.025042652720372677,0.9866878508345676,0.16503500076517935,5.384876556475505,000180.npy,"(256, 256)","(128, 128)",2.0
33.8756320538973,0.029963490099775083,1.0150321656705752,0.18428002267255336,3.8723619786059875,000181.npy,"(256, 256)","(128, 128)",2.0
33.201849050181366,0.030523119574396525,1.0134240086497495,0.19094486182877882,6.7221531152075675,000182.npy,"(256, 256)","(128, 128)",2.0
30.958283676060777,0.03275358632947346,1.0139948169961854,0.19447564494840713,4.535094938317797,000183.npy,"(256, 256)","(128, 128)",2.0
33.92988462271149,0.030018737663964328,1.0185323054577535,0.18128027675489736,3.503478729234447,000184.npy,"(256, 256)","(128, 128)",2.0
61.7536462894264,0.016237830476980776,1.002745239783139,0.12804368712450925,1.8615760726928106,000185.npy,"(256, 256)","(128, 128)",2.0
51.4710242103271,0.019434550231518577,1.0003162054833108,0.1401922294420033,2.0138228973869237,000186.npy,"(256, 256)","(128, 128)",2.0
47.14616890570602,0.021237406373729586,1.0012623480149727,0.1461946152401016,1.9130993227099027,000187.npy,"(256, 256)","(128, 128)",2.0
25.65708202553534,0.040038436906991666,1.0272694598969065,0.22012914877423528,6.010011497346203,000188.npy,"(256, 256)","(128, 128)",2.0
25.14716452446178,0.04109219222282982,1.03335211849831,0.23313889477564187,6.9285473101261,000189.npy,"(256, 256)","(128, 128)",2.0
26.25870483131236,0.03920673550842724,1.0295180951151242,0.22485191158551782,6.795532219363951,000190.npy,"(256, 256)","(128, 128)",2.0
25.338816142002358,0.040680189498637484,1.0307878423277903,0.23189533084648092,8.380431385075731,000191.npy,"(256, 256)","(128, 128)",2.0
72.36903779516945,0.013906347190140276,1.00638896539601,0.13066000217394916,6.034051130179291,000192.npy,"(256, 256)","(128, 128)",2.0
22.502856092076044,0.04630143106808835,1.041914440182371,0.24109848261309802,5.524504871348046,000193.npy,"(256, 256)","(128, 128)",2.0
25.841126184308553,0.040034129872149785,1.034527001705219,0.223984638065661,5.116584789402017,000194.npy,"(256, 256)","(128, 128)",2.0
27.467702250331392,0.03759422114435958,1.0326268727263817,0.22085487223721503,5.477939763480283,000195.npy,"(256, 256)","(128, 128)",2.0
49.722278951020726,0.020408448169487937,1.0147545528407276,0.15545488007938443,4.62278810049309,000196.npy,"(256, 256)","(128, 128)",2.0
97.4242790319928,0.010292142424239297,1.0027045553761,0.10234001470654946,2.300352977711383,000197.npy,"(256, 256)","(128, 128)",2.0
81.42204191057797,0.012307996378379503,1.0021421969556579,0.1115110658212021,2.2002605327715377,000198.npy,"(256, 256)","(128, 128)",2.0
68.9494971510182,0.014542696868616456,1.0027116363107917,0.12138539582047957,2.073742032938361,000199.npy,"(256, 256)","(128, 128)",2.0
50.56262394377041,0.019972842042882386,1.0098793013025893,0.14573039065681145,2.9275942975482145,000200.npy,"(256, 256)","(128, 128)",2.0
53.26783668605926,0.018778741697643778,1.00030294591978,0.13713433150869545,2.138510354195993,000201.npy,"(256, 256)","(128, 128)",2.0
62.86554098146935,0.015926659244873128,1.0012380494564694,0.12623898284625557,1.7796358027765724,000202.npy,"(256, 256)","(128, 128)",2.0
74.67701179768142,0.013366610681490693,0.9981785435566949,0.11524375500831477,1.8324475131690081,000203.npy,"(256, 256)","(128, 128)",2.0
